pulse.width,FSC,F692.4,F580.3,F530.4,SSC,TIME
12928,34806,21188,37641,51809,38832,56908
9216,14481,186,122,133,196,56908
4864,12889,188,122,139,30254,56908
13312,35537,20900,37448,51984,38867,56908
11136,23564,37694,175,234,40178,56908
13504,36056,22884,37993,52397,39165,56908
4480,11840,185,119,134,25915,56908
13056,34360,31221,116,139,31154,56908
3648,7250,230,120,136,15704,56908
4224,7986,184,116,136,19136,56908
13120,35226,32334,117,136,31897,56908
16000,33924,183,116,142,15435,56908
10688,24141,18238,22757,2086,24718,56908
12736,33164,30334,123,136,31453,56908
12928,34732,21742,37337,51693,38926,56908
13440,36306,22405,38308,52725,40327,56908
9088,17800,182,125,175,27816,56908
13440,37177,26726,42896,56961,43364,56909
13504,36419,21811,38451,52826,39795,56909
5824,10479,182,117,135,19270,56909
10304,21186,17894,21521,3242,20623,56909
13440,36022,22004,37967,52433,39795,56909
12352,30361,22360,24669,4878,19851,56909
13184,35925,22010,37869,52257,40609,56909
13248,36156,22067,38172,52710,39856,56909
12032,23480,186,121,137,5881,56909
10496,22420,22933,25606,7295,23740,56909
6592,9500,186,120,132,6936,56909
7744,13441,188,121,134,25673,56909
13376,36066,21341,37868,52304,39224,56909
7872,13861,187,118,136,18699,56909
11328,34609,184,118,137,32634,56909
11392,25413,20795,24779,5450,19869,56909
9792,18865,184,119,136,25591,56909
13184,35267,21664,37546,51908,38562,56909
9472,18956,185,118,139,11173,56909
8320,14900,186,119,135,15649,56909
13248,35765,20939,37853,52236,40792,56909
6720,11665,184,120,136,18436,56909
14336,28788,1404,118,138,45109,56910
5568,8528,4048,123,135,10235,56910
13440,35945,21423,37928,52271,39767,56910
1984,6038,186,119,137,23240,56910
6848,11328,188,121,135,32398,56910
13888,38140,26379,42922,57180,45206,56910
4416,8490,186,123,136,12882,56910
11136,24235,20270,24642,3934,19891,56910
13120,35477,22843,37921,52341,39571,56910
3520,6881,184,120,137,6056,56910
4096,8128,186,120,133,19324,56910
10112,23237,189,119,137,27045,56910
832,4197,189,120,133,20026,56910
1984,6077,185,123,133,1122,56910
8064,14162,184,124,139,23147,56910
12736,34678,22809,37908,52130,39732,56910
2816,6541,184,176,234,17926,56910
10048,19562,189,123,135,26990,56910
6272,11623,184,123,140,8236,56911
13248,35589,22172,37859,52189,39498,56911
4416,8454,188,153,211,18739,56911
6464,11109,188,123,136,25256,56911
13312,25488,185,122,135,14138,56911
13440,36360,20828,38301,52785,41171,56911
13952,38350,26492,43283,57430,43856,56911
7552,13255,186,180,233,847,56911
13440,36545,23368,38250,52753,39301,56911
14336,40453,38259,117,137,40207,56911
10880,22076,2543,117,134,26807,56911
11264,26122,186,124,136,29353,56911
14144,38337,26443,43115,57242,45070,56911
9024,16354,191,118,141,21672,56911
13120,35558,21878,37939,52217,38846,56911
13376,35853,23050,37954,52461,40668,56911
8960,12557,187,194,250,7913,56911
6016,10132,186,120,136,24487,56911
13248,35838,22162,37886,52086,39446,56911
13632,36199,22406,38203,52634,39504,56911
12224,30187,188,118,137,32821,56911
13056,35336,21240,37801,52217,39306,56911
8896,19296,187,118,136,14591,56912
13248,36104,21519,38131,52779,40551,56912
2304,6596,192,120,132,191,56912
2240,7153,189,119,136,17247,56912
6272,11750,184,121,135,23258,56912
12864,33517,33065,120,136,35059,56912
1728,6763,190,119,135,194,56912
13184,35615,21865,37678,52073,39778,56912
16512,47596,48069,1837,4204,45516,56912
3648,9425,186,123,136,19907,56912
11520,26372,186,119,136,29676,56912
2432,6895,185,117,134,199,56912
14016,38921,36642,124,137,36349,56912
1792,6504,188,121,134,13832,56912
16064,48556,1044,804,140,40876,56912
5120,9253,184,122,137,14763,56912
13504,36064,21769,38165,52552,38685,56912
11904,28538,9003,129,188,34970,56912
7552,12619,186,119,139,25559,56912
13312,35846,21306,37898,52342,40643,56912
1920,7422,188,152,210,11990,56912
12608,34217,21178,37421,51724,38815,56912
8960,17362,186,116,136,34038,56913
6976,10496,545,118,134,28498,56913
6080,10312,186,128,135,28113,56913
15488,35844,52022,3059,2457,57783,56913
12032,29390,23460,26501,5488,29078,56913
13504,36119,21730,38263,52637,39050,56913
13248,36028,22623,38044,52332,39837,56913
11776,25954,187,118,137,48664,56913
11648,25764,25503,28527,9796,28320,56913
14848,41017,34185,36494,16411,35290,56913
5888,9764,265,199,135,24274,56913
3968,7306,186,119,137,26272,56913
10752,22508,15175,19298,2701,22252,56913
9344,17878,184,117,138,26861,56913
13312,35851,21031,37876,52238,39751,56913
8064,14254,190,121,171,20825,56913
10752,23069,20387,24590,5069,22674,56913
6208,11439,188,122,136,18871,56913
8064,13119,192,120,134,24335,56913
8000,13553,188,124,142,40454,56913
4288,10467,186,119,138,18758,56913
13504,36425,21768,38319,52789,38722,56914
6208,11675,187,121,138,21272,56914
16960,51673,48609,7344,11676,51798,56914
15232,31012,188,120,136,192,56914
5824,9503,188,119,140,19290,56914
13376,36192,22247,38416,52770,40266,56914
6016,8929,184,135,196,193,56914
12992,33994,3948,119,138,30555,56914
6528,11113,189,119,138,21282,56914
896,5342,189,117,136,11458,56914
13248,35700,21975,37803,52046,39581,56914
8128,13569,184,121,135,23267,56914
13248,37206,36198,121,137,35572,56914
13440,36022,21636,37970,52371,38962,56914
1920,6238,184,132,185,28493,56914
10816,23785,182,117,134,43509,56914
11136,24303,17895,20440,142,24574,56914
12480,31491,186,117,139,23453,56914
13184,35701,22058,37816,52305,39827,56914
5312,10319,187,123,134,21156,56915
12608,33839,21691,36946,51240,38463,56915
16448,42401,13176,945,192,43994,56915
3584,7683,185,120,134,15011,56915
15104,42190,37708,123,136,42210,56915
10688,22926,17485,21057,3028,23798,56915
1728,6082,186,118,136,14746,56915
13312,35995,21276,37976,52274,39288,56915
13824,36146,22256,38331,52611,39786,56915
8000,12490,185,121,136,21612,56915
13440,36141,22142,37976,52422,39235,56915
4288,7630,187,120,136,19498,56915
4416,7624,184,121,133,23664,56915
13376,35647,22343,38091,52375,39885,56915
11008,27850,186,156,209,21454,56915
4672,7876,185,120,136,9343,56915
5888,11587,188,121,140,20982,56915
12672,34175,21736,37288,51476,38632,56915
15808,47441,46297,120,876,45247,56915
13376,35889,22204,38111,52414,40242,56915
13888,36537,22496,38511,52979,39712,56915
12416,29614,190,124,150,40806,56916
4160,8436,184,120,136,30773,56916
9856,18042,186,119,137,19471,56916
13184,35662,21359,38228,52441,39802,56916
12288,30154,4251,118,136,34050,56916
1856,6168,188,120,133,18327,56916
9792,19050,188,117,136,23345,56916
14464,40568,7561,118,136,37722,56916
12992,35553,21428,37718,52180,39424,56916
12800,34514,21189,37400,51785,39001,56916
5312,9038,186,122,137,31499,56916
13888,37617,34810,122,136,32130,56916
11456,25802,19525,20828,1881,26420,56916
9856,19258,6329,121,136,31090,56916
13760,37168,25933,42523,56749,44427,56916
13376,36033,21771,37967,52345,40099,56916
4480,7518,189,118,137,30729,56916
11392,23640,25746,118,134,28124,56916
13568,36259,22242,38262,52795,41220,56916
13568,36137,21885,38249,52534,39336,56916
21696,34780,56916,9027,10350,60020,56916
12672,34273,21419,37332,51524,38923,56916
16896,51179,26215,23868,13050,54572,56916
12544,34440,22151,37570,51912,39747,56916
13568,36241,21999,38012,52420,38983,56916
11264,24244,17266,24080,4314,18822,56916
13440,35976,21867,38042,52388,39267,56916
12992,35060,21141,37696,51882,39149,56916
13824,38285,26950,42882,57079,45176,56916
2752,6940,202,212,254,16506,56916
8576,13933,186,117,137,30410,56917
4160,8033,186,122,137,16144,56917
12160,30009,7221,120,132,38812,56917
10944,23388,18817,23833,3897,25063,56917
5056,9326,182,118,135,23941,56917
6208,9481,186,124,136,41490,56917
13376,35874,21328,38065,52370,39453,56917
13376,36185,34370,163,217,30538,56917
13056,34890,22429,37624,52005,39485,56917
13632,35865,2799,123,136,35777,56917
13504,36260,22174,38239,52684,40867,56917
10304,20345,185,122,134,24256,56917
11648,26215,20117,23821,4611,24704,56917
13376,35742,21548,38090,52515,39809,56917
13632,36110,21064,38184,52712,39878,56917
7680,11828,190,118,133,7776,56917
11328,24490,23462,27320,9241,30655,56917
8512,14179,184,119,136,28721,56917
8832,17465,184,122,137,3801,56917
3584,7157,186,121,134,19841,56917
6144,9227,185,122,133,13831,56917
13440,36196,21134,38183,52648,41118,56917
5888,11003,188,144,200,34505,56917
4928,8254,181,119,136,14538,56917
4032,7908,186,121,136,26940,56917
11136,24379,188,122,143,40564,56917
9792,20005,186,121,137,18274,56917
4416,9078,1452,118,134,20834,56917
13824,36719,21961,38624,53233,40094,56918
5440,8138,191,120,135,11297,56918
5952,9808,185,118,137,194,56918
14208,38222,5725,120,138,31824,56918
9280,22292,185,122,134,23612,56918
13120,35311,21637,37582,51857,38145,56918
10432,21819,2101,116,159,34233,56918
2688,6445,185,118,136,29038,56918
13504,35968,21899,38157,52652,40010,56918
3968,6796,182,132,186,18361,56918
4416,7849,185,120,138,19911,56918
6080,10457,185,121,136,21296,56918
13696,36232,22193,38140,52521,40451,56918
13440,35696,21622,37519,51867,39195,56918
4160,6838,187,121,137,193,56918
11200,25171,185,121,139,36345,56918
12288,29727,24096,27513,5834,27024,56918
12864,34429,21420,37183,51467,39322,56918
9600,18722,182,194,249,40080,56918
7872,14863,186,122,137,11087,56918
6592,7074,5070,120,136,34392,56918
16192,46069,45836,32684,14138,46820,56918
13504,35968,21669,37760,52093,39434,56918
6272,10413,184,123,132,2186,56918
4608,6595,186,122,134,22424,56918
13376,36202,21643,38105,52547,40727,56918
10112,21554,187,198,253,8860,56918
12992,33870,30860,119,134,30387,56919
9920,20048,16353,20286,1798,22872,56919
896,5152,187,117,136,27083,56919
6272,10649,185,118,134,25008,56919
8128,14881,188,120,136,25132,56919
1408,6387,184,120,134,19607,56919
3328,7233,188,119,135,19457,56919
6400,10852,189,121,137,11649,56919
13568,36266,21870,38185,52622,40725,56919
4160,8574,185,120,131,21464,56919
11392,25427,187,120,135,40137,56919
13568,36280,21679,38159,52640,40939,56919
6656,11286,184,118,138,190,56919
1536,6275,184,117,135,20780,56919
13440,36024,21827,37893,52351,38952,56919
6208,10770,180,119,139,27886,56919
7232,11696,184,118,133,23522,56920
12864,34840,21575,37591,51884,39358,56920
5824,10509,186,117,136,17512,56920
6848,11402,188,122,135,13703,56920
10560,22705,17532,21949,1254,21082,56920
7744,14129,185,120,137,26634,56920
13440,36302,22435,38326,52819,39932,56920
12736,34627,21349,37400,51800,38864,56920
5760,10041,195,210,268,16817,56920
13632,35985,20701,38059,52468,40303,56920
13440,36337,21702,38312,52803,39852,56920
7168,12810,185,138,199,21988,56920
13376,36563,22808,38444,52902,39446,56920
10624,24993,189,120,133,31340,56920
10496,22566,4262,123,141,23894,56920
11392,25828,18800,20242,144,26599,56920
4992,10244,181,119,134,23612,56920
2368,6660,186,116,135,19038,56920
13120,35713,21532,37801,52187,40439,56920
13376,35873,21800,37794,52037,38835,56920
2944,6443,188,207,263,5212,56920
13568,36206,21858,38054,52473,40292,56920
12416,33986,21059,37339,51568,39168,56920
9600,17004,11598,15677,226,20559,56920
4096,8248,185,114,137,14819,56920
13632,36209,22118,38088,52579,39666,56920
12736,35398,20817,37578,52089,39350,56920
5696,9432,185,178,240,22573,56920
13568,31185,4547,117,138,41899,56920
13120,35520,21914,37965,52415,39837,56920
1344,6042,187,122,136,19692,56920
9216,16579,188,124,136,21684,56920
11520,26639,20093,24311,4870,24311,56920
7296,11772,184,120,136,15371,56921
6016,11027,186,124,135,27313,56921
4416,7499,177,116,136,22886,56921
11328,25213,185,121,135,46072,56921
13056,35064,20704,37232,51678,38675,56921
13120,35466,21307,38012,52505,40210,56921
10176,19969,889,118,137,25323,56921
11200,26028,22507,26672,6939,25191,56921
12928,30979,185,116,136,16635,56921
5888,10372,185,119,139,20892,56921
13632,36350,21842,38346,52634,40316,56921
13440,35943,21701,38097,52346,39019,56921
2048,6278,183,122,160,10220,56921
13248,35713,21761,37871,52126,39724,56921
16832,45621,35185,32594,15420,51380,56921
12736,32294,29498,129,136,32110,56921
6336,10741,257,122,132,4389,56921
9920,18983,188,118,135,24608,56921
13312,36110,21404,37917,52458,40321,56921
6272,10349,187,159,218,190,56921
16256,38316,186,121,137,5517,56921
13056,35451,21749,38047,52392,39593,56921
1792,6420,182,175,232,31368,56921
9536,16905,182,119,136,9087,56921
13312,35673,21393,37820,52282,39091,56922
9408,16483,639,124,136,35403,56922
13120,35643,21471,38104,52472,40052,56922
3520,7377,187,217,266,14655,56922
3968,7266,189,117,138,24947,56922
12544,34164,21297,37336,51557,38960,56922
9408,17760,189,122,156,32425,56922
13440,35946,21178,38158,52564,39841,56922
16256,44420,12357,931,208,58181,56922
8000,14562,186,119,132,23387,56922
12672,24222,185,123,137,13306,56922
12928,34527,21243,37409,51835,39240,56922
4352,8837,189,204,262,18488,56922
7040,12688,186,124,130,15861,56922
12992,34982,20371,37330,51659,39328,56922
13184,35743,21562,38098,52447,39956,56922
10176,19516,35970,128,183,45059,56922
13056,34330,21833,37603,51925,38788,56922
9280,18715,189,122,136,24148,56922
13888,37830,26799,43072,57138,44271,56922
12864,33978,186,171,224,37228,56922
1024,5455,182,121,134,12720,56922
6848,11769,189,120,134,20772,56922
15936,47405,40644,760,1663,46244,56922
3712,7482,263,119,140,25287,56922
15872,47867,49671,893,4487,44107,56922
3648,7178,258,120,133,9338,56922
13184,35295,21728,37728,52156,39432,56922
13568,36416,22791,38301,52914,40596,56922
13120,35310,21578,37857,52185,39208,56922
1408,5993,186,116,133,12102,56922
13376,35906,21540,38033,52350,38928,56922
13568,36421,21654,38376,52763,40000,56923
4096,7742,188,190,245,10835,56923
3584,7179,186,121,139,19386,56923
12736,34494,21676,37616,51938,39192,56923
2816,6568,181,175,228,964,56923
12480,31583,21859,25326,5966,37883,56923
2944,6692,187,121,138,14733,56923
17792,51787,62308,12491,15208,48660,56923
2560,5851,180,122,136,18831,56923
5632,9506,186,116,133,19641,56923
13952,26668,188,121,137,7478,56923
13248,35731,22364,37916,52425,40115,56923
8128,13209,186,126,137,20351,56923
13632,36437,22443,38435,52771,40065,56923
8896,14720,184,124,137,3389,56923
10304,21051,187,118,138,28976,56923
2944,6784,185,119,135,17927,56923
1600,6055,183,121,135,29056,56923
5440,9335,186,121,138,27474,56923
7680,12974,188,120,132,26811,56923
896,3847,186,123,135,22196,56923
9408,18951,191,117,136,35516,56923
5888,9332,187,119,135,29520,56923
11008,22478,17664,20608,845,22408,56923
9408,16138,185,118,137,193,56924
11456,27188,23106,27088,7522,19784,56924
11264,24926,21762,26603,5952,24212,56924
13120,35738,22107,37908,52204,39164,56924
13760,36029,21311,38110,52574,39406,56924
13568,36418,21688,38542,52954,40854,56924
5312,8294,187,119,133,24398,56924
13504,36442,21973,38567,52987,40880,56924
7552,13350,190,213,270,30698,56924
13696,36403,22039,38360,52753,40668,56924
13376,36244,22766,38442,52833,39766,56924
11392,25825,189,124,140,30939,56924
2496,7323,184,118,136,12091,56924
10048,18470,189,117,132,5815,56924
1088,4939,188,118,133,17963,56924
5056,9194,183,118,138,21041,56924
13120,34718,21558,37676,52008,39458,56925
13312,35730,22617,37962,52504,39732,56925
5248,8382,185,133,183,4102,56925
13504,36112,21690,38015,52387,38879,56925
2240,5776,186,121,136,14870,56925
10816,23396,177,118,137,27297,56925
4352,12505,182,123,134,23238,56925
12992,28570,184,122,134,11955,56925
12416,33848,20777,36966,51194,38893,56925
5952,10176,184,124,134,6170,56925
13312,35787,22183,37979,52463,40022,56925
6208,11902,186,118,138,18286,56925
8064,14477,188,115,137,22505,56925
14400,39231,34255,35146,16805,33024,56925
13440,36016,21317,38114,52333,39578,56925
6208,9819,185,119,136,20099,56925
11328,26285,3970,121,136,30991,56925
15808,46531,48373,1894,2967,46633,56925
10368,22531,190,116,134,26538,56925
12416,34029,20989,37221,51474,38730,56925
6976,11967,185,117,135,35748,56925
13824,37341,26297,42876,57045,43576,56925
7872,13253,189,168,221,35648,56925
12864,34895,20707,37374,51608,38695,56925
13568,36238,21567,38238,52681,39488,56925
3712,8724,683,119,150,40483,56925
1536,6081,185,121,136,18332,56925
13248,35785,22438,37752,52116,39058,56926
10624,22697,19436,19960,1368,25158,56926
14528,40312,40104,56134,65535,52533,56926
13696,37824,26057,42561,56807,44182,56926
11328,25576,188,122,135,31634,56926
8128,26743,188,121,136,33137,56926
11712,26570,184,120,135,42370,56926
7040,10943,184,120,134,21131,56926
13248,35915,22455,38024,52454,40488,56926
13440,36040,21316,37910,52275,38744,56926
13312,36076,22012,38219,52571,39611,56926
6656,11984,183,162,218,14892,56926
12928,35185,21388,37705,52143,39797,56926
13568,36227,21156,38069,52539,39980,56926
13696,36142,21112,37961,52466,41021,56926
1280,5728,186,147,203,21721,56926
6464,11212,187,124,133,26612,56926
3136,6906,186,122,134,9984,56926
12224,30498,24534,26264,3948,26964,56926
6656,10760,187,122,139,28158,56926
10816,23719,185,120,136,39194,56926
2432,6843,183,120,142,15264,56926
13632,36692,22589,39032,53545,40744,56927
4992,9404,186,119,133,21748,56927
4032,8620,185,122,135,24307,56927
12800,34795,21462,37512,51851,39135,56927
12864,34633,20728,37433,51762,39205,56927
3456,6284,183,196,253,26827,56927
7104,12699,186,119,139,21498,56927
13184,35584,21267,37390,52002,39714,56927
6784,11459,184,117,165,30357,56927
11072,23516,18927,23292,3572,20611,56927
13632,36481,22149,38389,52875,39855,56927
12544,34220,21007,37290,51627,38907,56927
7104,12197,187,117,140,19603,56927
3328,7562,187,119,137,15945,56927
11840,28217,189,123,138,38529,56927
11904,27054,20957,25540,6114,25652,56927
13824,36358,22151,38394,52667,40843,56927
16128,48117,19557,17155,3709,42548,56927
3392,7464,187,120,138,18845,56928
12544,34168,21534,37328,51624,38917,56928
10496,22385,3868,139,202,24331,56928
11200,24744,20260,118,135,19214,56928
12288,30530,23525,26498,6321,24211,56928
9600,18085,2336,126,136,41032,56928
8256,15756,186,118,135,23065,56928
10048,20204,182,120,130,21371,56928
3584,7368,187,121,128,10722,56928
